transcript,confidence
the focus on this program is adversely affect,0.8754912
 is designed to identify those Cricket customers and to generate Capital Report with with these customers good idea what really happens if we're not able to respond fillable calls were not able to respond to a customer concerns because no this is non-discretionary we have to do this and this is another example of the decision-making process for the supervisor so,0.92668456
 buy material to train your rabbit Trail budget money it's all around the string and the payoff is more often than not what is was desired or intended by even the people's program our office to adversely impacted field operations in office operations,0.8295525
 So when you say it's decentralized decisions it is it's coming from like if I'm in charge of selfridges download okay the person that has the most information,0.8500702
 but I was absolutely so disconnected but everybody had so the oldest it's an actual program again probably but yet another opportunity and another item eating with our number one priority and then we are number one party in customer service and I'm sorry number one priority is he once and mean it's not our number one you're just,0.91024953
 yeah it's so when when they have when when they roll it out like they'll say Okay P ones like it you're saying this is a priority now they're not take another step because you're not focusing on them you're focused on this but then somebody could come back and say why didn't you do this over here so who does the branch review is that is that that program so Branch review and what like an audit,0.9195367
 creations of the office see you up here and he's probably sales representative in front of them and I will stay on the latest numbers Android why is your own percentage solo and no going back to this whole are number of hands are based off of a new dad is not even completely if you actually that number difference support sample in st. Louis st. Louis office they get more mechanics Racine on the revenue that we get we have less mechanics,0.88749355
 and why I'm actually even or. Even just Mandy Winters complained about it why why does Saint Louis,0.8247055
 it's not like they have that much more complicated equipment than we do you know the old kind of getting back to you know you could be compared to your maintenance number,0.81403106
 even if your numbers are very similar number of customers on contract number unit so the revenue itself is also very odd So when you say what what would make a difference even if it's like the number of units or whatever it could be the health of units what what are the things that that would make it different,0.91839045
 number of stops eating at the high-rise elevators contraction vs. hydraulic you all kinds of things do so what is so when you talk to get it the ohms,0.79913247
 rating is that what you said yeah so what is that that's your maintenance number of maintenance contracts,0.8199918
 DirecTV mechanic something home system is a system that generates different tasks are yeah yeah that's right now,0.91843826
 okay so you know that there are very few people or 90% or above in North America I mean it's like some weird you know whatever anyways but you should be a 40-40 is not good and we know forties not good,0.880559
 I just got all this different different so it's it's almost like it's not all you people it's like you said before what's the priority because everything is now it's this is sort of Shifting Sands it's the priority now when you from it from an economic standpoint are there certain things that drive your compensation like incentives or bonuses for so it isn't it is and which ironically 2016,0.9262609
 but it's not so it's not like that so your compensation is but somebody's compensation is obviously driven at some point I would think by these money orders sold in complete if somebody potentially at a senior enough level is economically yeah but that's what I'm trying to I'm trying to start a gold eventual and I'm sort of thinking ahead start of the root cause so I want a one of the things I want to just make sure I'm that we look at I want to see the cascading metrics in terms of how people are paid cuz sometimes some of this life because one of the things I've heard now you tell me if this is accurate that we've heard that,0.94009125
 and it gets to the parts issue with this is what we heard the parts can take a long time to get I know if it's Otis service center I think for the parts takes a long time to get him a part of the challenge with the part says because that's a budgetary thing that if you're close to the end of the month and you're over in certain parts that a customer might need a part but they may not be given approval to order the part anything over $500,0.9200255
 yeah I've definitely not always done it but sometimes it's okay but I don't think that's consistently happening because West one of the things we've heard is that there are some locations that they will say yes if I'm close I will wait and put that into the next month so this was this was a situation with the elevator was shut down but they didn't order the part until but but but who would have the discretion to do that that's what I'm trying to say you would have that discretion to do that so it is you know what the number you have to manage but you're also trying to balance customers that okay,0.94242686
 so for the Departments that you would say that you depend on the most to do your job or who do you depend on the most either a person or Department,0.91332674
 OSD rice so I mean somebody who basically it's like my success for me to be able to do this I depend on,0.9037441
 Vesper service department because,0.92514324
 yummy number one mechanics but within in terms of like internal organization Otis Elevator that actually support and different,0.8181621
 nosc that's a service center in are they Parts okay so that's just parts,0.8562785
 so with that but it is if it's not working efficiently or can create issues for you that could do I see it sounds like n Roll both of them theoretically impact the mechanics impact you and potentially impact the customer so sales not so much for for you I mean you'd be involved in the surveys the audits of stuff like that but it really is more the operational side what about we talk about some of the is there any other policies or processes that you think these are really prevent me or challenge me to perform my job successfully any of the,0.94574386
 other other than the ones we talked about any other additional ones policies are processes,0.9217347
 there's a lot of things to do,0.927381
 the branch office on their way of doing things,0.9034225
 there is a battle Rhythm there they're just operation psycho women have meetings how long is so that was so tell me that's one of the things that I heard is that people say I can never get ahold of anybody at the office because our meeting so what are the meetings what are the four wheeler,0.83500224
 2 hours,0.7980428
 operations meeting,0.8610898
 every every morning at 8:30 to have you over the last 24,0.8245697
 it is,0.4093741
 furniture,0.62087923
 and face cancer,0.6770789
 a report on down it's primarily and we have a once-a-week a staff meeting was with the operations meeting or talking about forecast in the shoes and then schedule,0.86886436
 who's the main meetings that affect supervisors now sales I have their own separate meetings with,0.7919643
 but you're not typically,0.92540884
